ct,cd,pop,pop_u18,hisp,white,black,asian,other_race,multiracial,nta
36081027600,28,1365,340,320,9,781,81,98,76,Baisley Park
36081027701,21,3448,673,2615,195,29,534,42,33,Jackson Heights
36081027702,25,5196,997,3219,587,123,1104,88,75,Jackson Heights
36081027800,28,2529,576,462,39,1774,82,66,106,Baisley Park
36081027900,25,6358,1063,3941,973,106,1125,103,110,Jackson Heights
36081028000,28,1901,471,249,5,1353,97,87,110,Baisley Park
36081028100,25,5991,958,3256,1391,114,1037,37,156,Jackson Heights
36081028200,28,1801,372,194,24,1301,95,52,135,Baisley Park
36081028300,25,7523,1210,3889,1528,116,1759,72,159,Jackson Heights
36081028400,28,3766,749,353,46,2855,149,110,253,Baisley Park
36081028500,25,4858,777,1787,1911,72,828,86,174,Jackson Heights
36081028700,25,6544,1072,2496,1701,97,1941,84,225,Jackson Heights
36081028801,28,2940,633,377,51,1861,267,151,233,Baisley Park
36081028802,28,1952,446,283,14,1341,61,83,170,Baisley Park
36081028803,28,8,4,1,0,6,0,0,1,Baisley Park
36081028900,25,5202,835,1733,1044,65,2152,62,146,Jackson Heights
36081029100,25,7341,1340,1789,889,110,4331,94,128,Jackson Heights
36081029300,25,1457,283,348,119,6,937,21,26,Woodside
36081029400,28,8072,1754,1106,139,5920,271,216,420,Springfield Gardens (North)-Rochdale Village
36081029500,25,3826,576,888,1419,129,1173,79,138,Astoria (East)-Woodside (North)
36081029700,22,2258,391,660,762,29,733,15,59,Astoria (East)-Woodside (North)
36081029900,22,5,2,3,0,0,0,0,2,St. Michael's Cemetery
36081030600,31,5287,1061,529,109,3855,328,167,299,Springfield Gardens (South)-Brookville
36081030903,25,6748,1319,3206,720,32,2627,83,80,Jackson Heights
36081030904,22,3724,693,1784,826,50,956,56,52,Jackson Heights
36081030905,25,3424,697,1260,717,38,1307,25,77,Jackson Heights
36081030906,25,4924,984,1683,686,48,2391,43,73,Jackson Heights
36081031700,22,6781,1398,1509,4259,322,452,94,145,Astoria (North)-Ditmars-Steinway
36081032000,31,5200,1302,633,165,3864,114,146,278,Springfield Gardens (South)-Brookville
36081032700,25,3932,773,2599,388,75,810,39,21,Jackson Heights
36081032800,31,2660,553,216,59,2152,26,82,125,Laurelton
36081032900,22,4251,855,2406,441,231,1030,88,55,East Elmhurst
36081033000,31,7365,1586,751,109,5705,203,167,430,Springfield Gardens (North)-Rochdale Village
36081033100,21,0,0,0,0,0,0,0,0,LaGuardia Airport
36081033401,27,4196,993,515,41,3264,108,79,189,Springfield Gardens (North)-Rochdale Village
36081033403,28,4874,722,178,17,4430,23,51,175,Springfield Gardens (North)-Rochdale Village
36081033404,28,4723,722,223,34,4215,33,47,171,Springfield Gardens (North)-Rochdale Village
36081033405,28,3653,628,212,13,3117,61,78,172,Springfield Gardens (North)-Rochdale Village
36081033700,25,3765,717,2596,187,30,878,36,38,Jackson Heights
36081033900,25,3481,642,2141,325,83,825,55,52,Jackson Heights
36081034700,21,3688,778,2338,241,341,645,65,58,East Elmhurst
36081035100,25,4178,770,2691,413,165,768,56,85,Jackson Heights
36081035200,27,2550,492,238,14,2048,71,49,130,St. Albans
36081035300,21,2828,637,2103,85,297,268,48,27,East Elmhurst
36081035700,21,5593,1137,2796,514,1340,748,60,135,East Elmhurst
36081035800,31,4508,950,360,40,3719,42,95,252,Laurelton
36081036100,21,2706,609,1890,103,412,224,50,27,East Elmhurst
36081036300,21,2462,655,1824,86,319,173,29,31,East Elmhurst
36081036500,21,4142,1118,3414,39,429,168,44,48,East Elmhurst
36081036600,27,3003,570,327,27,2347,96,48,158,St. Albans
36081036700,21,3099,620,1688,93,772,429,50,67,East Elmhurst
36081036800,27,2513,537,253,9,2020,44,58,129,St. Albans
36081037100,21,1917,398,992,106,486,238,57,38,East Elmhurst
36081037300,21,2887,684,2179,50,354,229,28,47,East Elmhurst
36081037501,21,1479,401,1231,24,10,187,12,15,Corona
36081037502,21,2778,605,2445,64,82,125,49,13,North Corona
36081037600,27,6373,1252,541,64,5175,184,147,262,St. Albans
36081037700,21,4493,1202,3937,51,334,123,16,32,North Corona
36081037900,21,6504,1743,5827,72,237,234,70,64,North Corona
36081038100,21,6966,1797,5540,90,771,416,77,72,North Corona
36081038301,21,2,1,0,0,1,1,0,0,Flushing-Willets Point
36081038302,21,44,12,17,3,13,3,3,5,Flushing Meadows-Corona Park
36081038400,27,2720,489,174,22,2295,56,60,113,St. Albans
36081039400,27,3332,648,359,36,2652,64,58,163,St. Albans
36081039800,27,1688,336,180,22,1344,28,25,89,St. Albans
36081039901,21,2875,678,2273,61,223,278,23,17,Corona
36081039902,21,2285,641,1568,86,297,278,39,17,North Corona
36081040000,27,1474,266,160,7,1101,23,48,135,St. Albans
36081040101,21,2847,680,2374,44,21,374,25,9,Corona
36081040102,21,4808,1297,4175,22,88,448,47,28,North Corona
36081040200,27,1474,280,100,9,1160,77,20,108,St. Albans
36081040301,21,2768,749,2396,42,15,288,20,7,Corona
36081040302,21,4760,1242,4171,58,54,423,25,29,North Corona
36081040400,27,4270,864,458,58,3063,314,134,243,St. Albans
36081040501,21,1183,316,1051,48,9,56,8,11,Corona
36081040502,21,2175,543,1943,35,55,100,25,17,North Corona
36081040701,21,3162,860,2844,36,8,205,35,34,Corona
36081040702,21,5131,1326,4680,28,106,241,52,24,North Corona
36081040901,21,1951,472,1600,38,0,247,50,16,Corona
36081040902,21,3534,926,3205,53,77,154,28,17,North Corona
36081041100,21,4532,1096,3649,74,12,740,36,21,Corona
36081041300,21,4752,1251,3953,154,32,562,29,22,Corona
36081041400,27,4526,1046,824,39,2760,506,159,238,South Jamaica
36081041500,21,4365,1169,3587,195,70,422,59,32,Corona
36081042400,27,2295,401,196,19,1885,55,41,99,St. Albans
36081042600,27,364,7,44,121,190,2,1,6,St. Albans
36081042700,21,4998,1237,3999,226,55,647,42,29,Corona
36081043200,27,1280,251,151,26,926,63,37,77,St. Albans
36081043400,27,1717,327,196,13,1210,152,60,86,St. Albans
36081043701,21,3683,768,2616,451,242,281,53,40,Corona
36081043702,21,6998,1617,4578,425,515,1319,94,67,Corona
36081043900,21,4931,1349,4296,167,44,371,27,26,Corona
36081044000,27,4783,1128,827,51,2324,907,366,308,South Jamaica
36081044301,21,4725,1087,3378,202,336,698,55,56,Corona
36081044302,21,5373,1158,2533,136,490,2096,55,63,Corona
36081044400,27,4562,1202,1687,127,924,1278,296,250,Jamaica
36081044601,27,4013,789,1763,119,1113,810,101,107,Jamaica
36081044602,24,5472,1282,1481,188,1172,2366,146,119,Jamaica
36081044800,24,3063,681,574,204,321,1798,71,95,Jamaica Hills-Briarwood
36081045000,24,2070,413,504,314,84,1033,66,69,Jamaica Hills-Briarwood
36081045200,24,1209,228,139,240,135,650,13,32,Jamaica Hills-Briarwood
36081045400,24,5207,1102,468,204,496,3727,144,168,Jamaica Hills-Briarwood
36081045500,21,13200,2838,5172,1558,3990,1790,178,512,Corona
36081045600,24,1365,278,148,101,76,969,12,59,Jamaica Hills-Briarwood
36081045700,25,3536,566,891,184,40,2325,35,61,Elmhurst
36081045800,24,2271,523,299,142,226,1465,70,69,Jamaica Estates-Holliswood
36081045900,25,4150,822,1556,174,22,2299,69,30,Elmhurst
36081046000,27,6193,1484,1935,96,793,2914,256,199,Jamaica
36081046100,25,2903,623,1570,76,36,1166,15,40,Elmhurst
36081046200,27,8206,1845,2389,231,1254,3439,471,422,Jamaica
36081046300,25,4541,1118,2925,87,37,1408,55,29,Elmhurst
36081046400,24,1841,293,341,344,451,595,37,73,Jamaica Estates-Holliswood
36081046500,21,4276,963,3519,93,14,551,63,36,Elmhurst
36081046600,24,3676,684,549,411,898,1633,74,111,Jamaica Estates-Holliswood
36081046700,25,7281,1497,4495,227,97,2326,59,77,Elmhurst
36081046800,23,4173,846,858,148,400,1964,475,328,Jamaica
36081046901,25,4346,828,1916,167,40,2124,37,62,Elmhurst
36081046902,21,4102,745,2681,99,78,1163,21,60,Elmhurst
36081047000,23,3343,607,759,54,326,1448,469,287,Jamaica
36081047100,25,4785,970,1310,163,47,3134,50,81,Elmhurst
36081047200,24,3861,649,646,564,893,1413,163,182,Jamaica Estates-Holliswood
36081047300,25,4863,789,956,405,69,3313,36,84,Elmhurst
36081047500,30,5489,966,1442,344,59,3544,31,69,Elmhurst
36081047600,23,1374,296,107,576,180,401,48,62,Jamaica Estates-Holliswood
36081047801,23,4065,595,857,591,1234,951,248,184,Jamaica Estates-Holliswood
36081047802,23,1511,259,248,48,275,658,168,114,Hollis
36081047900,30,6837,1374,1472,497,356,4379,33,100,Elmhurst
36081048000,23,2666,514,499,102,423,1101,351,190,Hollis
36081048100,25,6321,1145,2057,273,144,3721,50,76,Elmhurst
36081048200,23,1518,271,243,57,419,533,163,103,Hollis
36081048301,25,2145,358,398,150,18,1500,25,54,Elmhurst
36081048302,26,2092,398,701,213,19,1100,34,25,Woodside
36081048400,23,5569,1267,878,131,1588,1652,791,529,Hollis
36081048500,25,5331,943,852,293,137,3926,35,88,Elmhurst
36081048900,26,1937,470,690,247,135,826,5,34,Woodside
36081049201,23,2888,511,537,150,1618,359,113,111,Jamaica Estates-Holliswood
36081049202,23,2018,343,253,95,493,768,276,133,Queens Village
36081049301,30,2391,501,662,727,19,929,19,35,Maspeth
36081049302,30,3498,761,1391,1158,41,838,22,48,Maspeth
36081049500,30,1430,301,494,688,21,185,5,37,Maspeth
36081049600,23,3251,583,478,81,919,867,600,306,Queens Village
36081049700,30,3381,684,791,933,39,1542,42,34,Maspeth
36081049900,30,5477,1025,1286,716,37,3361,21,56,Elmhurst
36081050000,27,4778,1013,751,166,2858,526,272,205,Hollis
36081050201,27,1678,403,273,32,1057,169,69,78,Hollis
36081050202,27,1521,348,177,36,864,257,94,93,Hollis
36081050400,27,1872,367,209,26,1345,121,64,107,St. Albans
36081050500,30,1768,314,493,476,58,698,21,22,Middle Village
36081050600,27,1635,257,196,33,1056,139,85,126,Hollis
36081050700,30,3699,685,693,1710,44,1151,29,72,Middle Village
36081050800,27,2084,397,207,38,1493,139,99,108,Hollis
36081051000,27,1616,286,199,15,1029,252,66,55,Hollis
36081051100,30,2494,484,783,1172,28,440,27,44,Maspeth
36081051200,27,2748,572,384,41,1933,196,76,118,Queens Village
36081051300,30,2638,594,719,999,64,799,29,28,Maspeth
36081051500,30,3126,598,771,1802,30,459,13,51,Maspeth
36081051600,27,2069,437,254,14,1551,138,32,80,Queens Village
36081051700,30,2146,366,550,1318,35,196,27,20,Maspeth
36081051800,27,1948,397,209,13,1562,26,46,92,St. Albans
36081052000,27,1593,283,121,10,1262,29,44,127,St. Albans
36081052100,30,2197,497,741,1208,42,163,14,29,Maspeth
36081052200,27,1605,317,123,22,1302,37,36,85,St. Albans
36081052400,27,1945,379,179,16,1536,61,44,109,St. Albans
36081052500,30,2252,441,821,1096,32,229,32,42,Maspeth
36081052600,27,1958,429,164,16,1524,79,73,102,St. Albans
36081052800,27,1563,301,143,17,1259,37,20,87,St. Albans
36081053000,27,2393,441,202,16,1974,43,26,132,St. Albans
36081053100,30,3462,678,1346,1786,66,159,58,47,Maspeth
36081053200,27,1886,334,155,34,1484,102,19,92,St. Albans
36081053401,27,2104,408,215,15,1674,41,61,98,Cambria Heights
36081053501,30,1058,176,667,336,18,10,12,15,Maspeth
36081053502,30,0,0,0,0,0,0,0,0,Maspeth
36081053601,27,1578,276,167,13,1160,107,53,78,Queens Village
36081053800,27,1648,310,187,14,1249,75,27,96,Queens Village
36081053901,34,3968,684,1881,1174,104,680,38,91,Ridgewood
36081053902,34,88,19,19,48,2,12,1,6,Ridgewood
36081054000,27,4632,981,722,96,2783,547,198,286,Queens Village
36081054200,23,5149,889,959,233,1139,1549,747,522,Queens Village
36081054500,34,3648,688,2228,904,91,288,55,82,Ridgewood
36081054700,34,4166,812,2414,975,174,477,54,72,Ridgewood
36081054800,23,2336,428,303,74,407,1096,329,127,Queens Village
36081054900,34,4932,1011,2759,1239,156,543,72,163,Ridgewood
36081055100,30,4574,801,1844,1869,156,515,42,148,Ridgewood
36081055200,23,3174,531,732,179,767,1094,219,183,Queens Village
36081055300,34,2856,446,1399,658,195,476,42,86,Ridgewood
36081055400,23,2487,443,500,239,418,1137,77,116,Queens Village
36081055500,34,1935,353,1224,324,115,182,37,53,Ridgewood
36081055600,23,2242,363,473,160,268,989,210,142,Queens Village
36081055700,34,3966,769,2149,1165,128,418,36,70,Ridgewood
36081055800,23,1710,286,412,146,284,549,210,109,Queens Village
36081055900,34,1178,231,717,210,77,101,29,44,Ridgewood
36081056000,23,1743,329,464,204,197,715,92,71,Queens Village
36081056100,32,20,6,5,10,0,0,1,4,Highland Park-Cypress Hills Cemeteries (North)
36081056200,23,1460,257,472,172,235,420,96,65,Queens Village
36081056400,23,1559,283,490,189,237,418,117,108,Queens Village
36081056500,30,1681,385,1298,219,71,48,14,31,Glendale
36081056600,23,1581,309,367,124,330,462,158,140,Queens Village
36081056700,30,4751,910,2687,1671,75,194,53,71,Glendale
36081056800,27,4862,876,924,216,2818,517,184,203,Queens Village
36081057700,30,4023,847,1911,1799,115,129,24,45,Glendale
36081057900,30,1743,357,836,796,15,52,22,22,Glendale
36081058000,27,3589,631,431,60,2591,214,125,168,Queens Village
36081058100,30,2785,467,1073,1424,84,144,10,50,Ridgewood
36081058200,27,4509,864,613,106,3143,213,142,292,Queens Village
36081058300,30,3362,533,1171,1755,104,197,25,110,Ridgewood
36081058500,30,4128,708,1546,2041,64,382,21,74,Ridgewood
36081058700,30,3336,607,890,2015,70,272,38,51,Ridgewood
36081058900,30,4308,851,1748,2202,78,117,58,105,Ridgewood
36081059000,27,1182,208,105,20,962,14,30,51,Cambria Heights
36081059100,30,5226,970,2624,2014,134,249,59,146,Ridgewood
36081059200,27,1186,168,65,30,1010,15,11,55,Cambria Heights
36081059300,30,4092,678,1041,2563,78,273,36,101,Ridgewood
36081059400,27,1506,229,108,42,1238,14,23,81,Cambria Heights
36081059501,30,2091,362,708,1099,34,202,19,29,Ridgewood
36081059502,30,2712,524,1473,996,75,110,24,34,Maspeth
36081059600,27,1373,247,83,26,1172,13,21,58,Cambria Heights
36081059800,27,1764,310,102,27,1480,42,21,92,Cambria Heights
36081059900,30,1594,292,448,904,30,177,9,26,Maspeth
36081060000,27,1223,208,90,19,1039,7,16,52,Cambria Heights
36081060100,30,2414,531,839,1268,33,194,41,39,Maspeth
36081060300,30,1854,331,651,1044,23,92,14,30,Maspeth
36081060600,27,1328,238,89,18,1125,25,14,57,Cambria Heights
36081060701,30,3,1,0,3,0,0,0,0,Mount Olivet & All Faiths Cemeteries
36081060800,27,1475,239,73,11,1272,35,23,61,Cambria Heights
36081061000,27,1204,197,63,6,1073,1,23,38,Cambria Heights
36081061200,27,1552,233,76,13,1355,23,16,69,Cambria Heights
36081061301,30,5763,985,1825,3164,119,479,60,116,Ridgewood
36081061302,30,0,0,0,0,0,0,0,0,Middle Village Cemetery
36081061400,27,1205,205,88,22,1031,6,5,53,Cambria Heights
36081061601,31,2095,327,116,11,1830,14,32,92,Laurelton
36081061602,31,1402,256,143,29,1068,27,50,85,Rosedale
36081061800,31,1736,286,110,31,1447,31,24,93,Laurelton
36081061900,30,3097,589,862,1912,75,163,26,59,Middle Village
36081062000,31,1419,206,120,22,1184,0,17,76,Laurelton
36081062100,30,3151,617,1145,1689,90,128,31,68,Middle Village
36081062200,27,1979,255,147,23,1690,23,28,68,Cambria Heights
36081062300,32,1923,350,672,1087,50,61,20,33,Glendale
36081062400,31,0,0,0,0,0,0,0,0,Montefiore Cemetery
36081062500,32,2625,494,916,1529,41,74,32,33,Glendale
36081062600,31,2689,543,244,39,2229,31,43,103,Laurelton
36081062700,30,3010,647,1125,1604,52,155,13,61,Glendale
36081062900,32,3042,600,1231,1565,63,86,28,69,Glendale
36081063000,31,1602,263,106,19,1353,4,10,110,Laurelton
36081063200,31,2261,436,144,46,1932,17,30,92,Laurelton
36081063301,32,1587,325,405,1039,20,78,14,31,Glendale
36081063302,32,1665,330,447,1086,30,81,4,17,Glendale
36081063500,32,2784,525,906,1689,31,77,24,57,Glendale
36081063700,32,3507,628,830,2145,148,289,17,78,Glendale
36081063800,31,3584,669,454,159,2570,110,82,209,Rosedale
36081063900,32,2794,467,845,1496,111,263,22,57,Glendale
36081064101,32,2378,418,569,1503,34,209,24,39,Woodhaven
36081064102,32,4,2,3,1,0,0,0,0,Forest Park
36081064500,29,2064,362,448,843,40,648,35,50,Forest Hills
36081064600,31,3025,532,218,37,2539,39,40,152,Laurelton
36081065000,31,2831,559,175,29,2410,22,38,157,Laurelton
36081065401,31,2836,592,323,113,2137,71,47,145,Rosedale
36081065402,31,5,3,2,0,0,0,1,2,Springfield Gardens (South)-Brookville
36081065501,30,3,0,2,0,0,0,0,1,St. John Cemetery
36081065600,31,5423,1040,545,136,4236,158,114,234,Rosedale
36081065702,30,1775,341,418,1241,9,67,8,32,Middle Village
36081065703,30,2829,550,440,2170,16,127,19,57,Middle Village
36081065900,30,1850,371,169,1509,1,140,10,21,Middle Village
36081066000,31,3511,648,351,143,2689,90,54,184,Rosedale
36081066100,30,1573,264,203,1252,5,86,2,25,Middle Village
36081066301,30,2713,511,365,1714,17,537,18,62,Middle Village
36081066302,30,4,1,4,0,0,0,0,0,Middle Village
36081066401,31,1923,324,284,99,1364,31,37,108,Rosedale
36081066402,31,3942,762,328,148,3075,57,82,252,Rosedale
36081066403,31,4480,884,495,103,3567,95,90,130,Rosedale
36081066404,31,0,0,0,0,0,0,0,0,Springfield Gardens (South)-Brookville
36081066501,30,3538,613,508,2713,32,188,22,75,Middle Village
36081066701,30,2789,544,542,1957,3,231,12,44,Maspeth
36081066900,30,1790,344,261,1329,3,161,9,27,Maspeth
36081067100,30,2248,389,230,1439,3,535,7,34,Middle Village
36081067700,30,1832,314,196,1365,0,223,13,35,Middle Village
36081067900,30,4397,691,1464,1780,195,770,35,153,Middle Village
36081068000,31,5220,1021,480,74,4259,85,71,251,Springfield Gardens (South)-Brookville
36081068200,31,1262,255,130,17,1047,8,15,45,Laurelton
36081068300,25,4052,552,1446,315,136,2054,28,73,Elmhurst
36081068700,30,4597,700,1051,1290,78,1977,65,136,Rego Park
36081069000,31,3787,792,292,33,3201,39,65,157,Springfield Gardens (South)-Brookville
36081069300,30,2887,505,793,928,89,905,55,117,Rego Park
36081069400,31,3604,768,325,48,2985,47,79,120,Springfield Gardens (South)-Brookville
36081069500,30,2451,459,504,977,34,825,20,91,Rego Park
36081069701,30,4435,838,874,1498,199,1506,79,279,Rego Park
36081069702,30,3929,706,620,1542,29,1570,42,126,Rego Park
36081070300,30,2225,396,589,892,43,611,24,66,Rego Park
36081070700,29,2426,463,317,1167,10,806,24,102,Forest Hills
36081070900,29,2635,512,344,1063,63,1036,21,108,Forest Hills
36081071100,29,5687,846,942,2527,181,1740,83,214,Forest Hills
36081071303,29,5307,945,927,2862,113,1142,52,211,Forest Hills
36081071304,29,6386,1067,718,3448,134,1616,103,367,Forest Hills
36081071305,29,5126,820,727,2431,252,1438,57,221,Forest Hills
36081071306,29,6181,1059,1212,2470,252,1809,115,323,Forest Hills
36081071600,31,2,0,0,0,1,0,0,1,John F. Kennedy International Airport
36081071701,24,5557,831,887,2429,172,1741,80,248,Rego Park
36081071702,24,4660,651,729,1451,210,1977,97,196,Rego Park
36081071900,24,2887,641,659,979,87,864,47,251,Forest Hills
36081072100,29,5040,882,736,2399,111,1471,80,243,Forest Hills
36081072300,29,2158,434,184,1047,25,782,21,99,Forest Hills
36081072900,29,1490,334,272,576,31,505,28,78,Forest Hills
36081073100,29,1550,339,173,784,32,483,6,72,Forest Hills
36081073700,29,2277,345,266,1183,48,649,27,104,Forest Hills
36081073900,29,5548,989,631,3000,131,1524,54,208,Forest Hills
36081074100,29,3164,488,360,1633,66,938,43,124,Forest Hills
36081074300,29,4433,827,755,2150,80,1166,64,218,Forest Hills
36081074500,24,3659,708,798,1693,276,620,64,208,Forest Hills
36081074700,24,3539,681,761,947,135,1496,63,137,Forest Hills
36081074900,29,1563,338,153,853,13,449,25,70,Forest Hills
36081075701,29,5110,796,712,2161,157,1852,45,183,Forest Hills
36081075702,29,5071,905,487,2502,151,1677,43,211,Forest Hills
36081076901,29,4274,692,675,2278,130,953,44,194,Forest Hills
36081076902,29,1390,245,290,576,70,365,17,72,Forest Hills
36081077300,29,2311,340,489,1091,105,506,16,104,Kew Gardens
36081077500,29,2241,303,444,1181,113,356,52,95,Kew Gardens
36081077902,24,5416,1597,335,4182,114,604,65,116,Kew Gardens Hills
36081077903,24,2937,576,700,1189,115,836,33,64,Kew Gardens Hills
36081077904,24,6324,1436,944,3169,245,1664,104,198,Kew Gardens Hills
36081077905,24,2586,343,527,854,315,781,23,86,Kew Gardens Hills
36081077906,24,3968,886,411,1820,87,1508,48,94,Kew Gardens Hills
36081077907,24,3349,993,403,2266,228,261,73,118,Kew Gardens Hills
36081077908,24,3838,940,827,811,698,1229,66,207,Kew Gardens Hills
36081078800,28,2002,393,340,31,1062,206,165,198,Baisley Park
36081079000,28,2875,602,466,52,1437,427,248,245,Baisley Park
36081079200,28,2717,508,365,39,1487,295,281,250,Baisley Park
36081079300,24,1,0,0,0,0,0,0,1,Mount Hebron & Cedar Grove Cemeteries
36081079701,20,7620,1346,450,364,268,6338,69,131,Flushing-Willets Point
36081079702,20,5002,851,568,151,66,4167,22,28,Flushing-Willets Point
36081079900,20,3871,690,635,294,23,2863,37,19,Queensboro Hill
36081080301,20,4828,938,953,448,57,3284,45,41,Queensboro Hill
36081080302,20,3973,760,739,544,90,2506,32,62,Queensboro Hill
36081080900,24,7591,1437,1033,2952,445,2823,119,219,Kew Gardens Hills
36081081400,28,4088,867,714,86,1446,962,458,422,South Ozone Park
36081081800,28,3873,796,695,133,1126,947,557,415,South Ozone Park
36081083700,20,6229,1164,511,410,62,5155,30,61,Queensboro Hill
36081083800,28,5194,963,1170,537,663,1329,921,574,South Ozone Park
36081084000,28,6644,1212,1373,381,1094,1716,1223,857,South Ozone Park
36081084500,20,5516,874,948,274,452,3736,33,73,East Flushing
36081084601,28,3045,529,662,357,321,825,570,310,South Ozone Park
36081084602,28,1496,266,395,146,493,257,134,71,South Ozone Park
36081084901,20,3013,471,434,50,86,2403,20,20,Flushing-Willets Point
36081084902,20,4466,666,562,78,141,3637,17,31,Flushing-Willets Point
36081085300,20,5415,693,395,173,52,4734,17,44,Flushing-Willets Point
36081085500,20,6889,1035,1244,385,155,4983,44,78,Flushing-Willets Point
36081085700,20,5770,860,1056,236,87,4287,49,55,Flushing-Willets Point
36081085900,20,6162,1051,724,301,84,4965,26,62,Flushing-Willets Point
36081086100,20,2450,348,259,160,22,1987,14,8,East Flushing
36081086300,20,7118,1089,965,346,174,5536,46,51,Murray Hill-Broadway Flushing
36081086400,28,2867,580,1098,320,266,675,289,219,South Ozone Park
36081086500,20,5224,552,521,537,84,4009,11,62,Flushing-Willets Point
36081086900,20,2343,315,250,44,98,1914,9,28,Flushing-Willets Point
36081087100,20,6373,873,897,349,539,4435,41,112,Flushing-Willets Point
36081088400,32,7578,1324,1543,5255,131,415,82,152,Howard Beach-Lindenwood
36081088902,20,7015,1060,1183,482,379,4872,36,63,Flushing-Willets Point
36081088903,19,4487,611,611,888,72,2837,30,49,Murray Hill-Broadway Flushing
36081089201,32,7404,1296,816,6080,28,298,56,126,Howard Beach-Lindenwood
36081089202,32,0,0,0,0,0,0,0,0,Spring Creek Park
36081090700,19,1584,322,571,365,64,562,5,17,College Point
36081091602,32,12,8,1,6,5,0,0,0,Jacob Riis Park-Fort Tilden-Breezy Point Tip
36081091603,32,4456,754,148,4213,1,13,26,55,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
36081091604,32,0,0,0,0,0,0,0,0,Jacob Riis Park-Fort Tilden-Breezy Point Tip
36081091800,32,12,1,0,11,0,0,1,0,Jacob Riis Park-Fort Tilden-Breezy Point Tip
36081091900,19,6417,1182,2528,1070,241,2405,41,132,College Point
36081092200,32,2208,483,107,2005,10,35,14,37,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
36081092500,19,4356,1100,2336,613,75,1243,37,52,College Point
36081092800,32,3204,701,170,2911,3,36,26,58,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
36081092900,19,7638,1648,3481,1552,90,2356,52,107,College Point
36081093401,32,3732,751,332,3224,47,43,29,57,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
36081093402,32,3704,643,583,2657,215,122,38,89,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
36081093800,32,4460,583,919,2621,642,100,59,119,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
36081093900,19,6268,1298,2071,1100,79,2834,59,125,College Point
36081094201,32,3729,744,1079,1013,1215,188,58,176,Rockaway Beach-Arverne-Edgemere
36081094202,31,4785,1241,1398,874,1992,241,87,193,Rockaway Beach-Arverne-Edgemere
36081094203,32,5676,782,1047,3017,1167,184,73,188,Rockaway Beach-Arverne-Edgemere
36081094500,19,4327,832,1060,1879,75,1251,28,34,College Point
36081094700,19,3035,709,1424,597,63,874,22,55,College Point
36081095400,31,6108,1468,1409,752,3134,303,181,329,Rockaway Beach-Arverne-Edgemere
36081096400,31,6353,1357,1216,713,3331,531,152,410,Rockaway Beach-Arverne-Edgemere
36081097202,31,3460,1200,864,49,2373,10,44,120,Rockaway Beach-Arverne-Edgemere
36081097204,31,4078,935,1042,292,2448,81,52,163,Rockaway Beach-Arverne-Edgemere
36081097205,31,4268,1312,1641,71,2213,156,74,113,Rockaway Beach-Arverne-Edgemere
36081097206,31,2910,879,775,43,1839,62,77,114,Rockaway Beach-Arverne-Edgemere
36081097207,31,12,7,7,0,1,0,0,4,Rockaway Community Park
36081097300,19,2007,398,277,1448,9,223,24,26,Whitestone-Beechhurst
36081098100,19,2353,465,372,1317,30,582,26,26,Whitestone-Beechhurst
36081098700,19,2543,509,381,1502,15,592,19,34,Whitestone-Beechhurst
36081099100,19,6642,1010,831,4655,71,939,28,118,Whitestone-Beechhurst
36081099200,31,4348,1122,1229,261,2445,139,78,196,Far Rockaway-Bayswater
36081099701,19,3075,570,384,1658,13,926,23,71,Bay Terrace-Clearview
36081099703,19,3938,506,410,2232,105,1078,33,80,Bay Terrace-Clearview
36081099704,19,7280,840,824,3978,142,2181,42,113,Bay Terrace-Clearview
36081099705,19,2687,434,392,1133,43,1048,26,45,Bay Terrace-Clearview
36081099801,31,7853,1832,2411,368,4230,293,167,384,Far Rockaway-Bayswater
36081099802,31,5822,1213,1188,1221,2774,229,135,275,Far Rockaway-Bayswater
36081099900,19,0,0,0,0,0,0,0,0,Fort Totten
36081100801,31,2496,723,311,913,927,68,121,156,Far Rockaway-Bayswater
36081100803,31,4817,1210,1754,310,2229,99,181,244,Far Rockaway-Bayswater
36081100804,31,4315,1209,750,1152,1987,113,96,217,Far Rockaway-Bayswater
36081101002,31,4596,1477,329,3258,800,22,88,99,Far Rockaway-Bayswater
36081101003,31,3943,1211,1282,1123,1288,43,71,136,Far Rockaway-Bayswater
36081101004,31,6612,1637,1467,2018,2652,199,122,154,Far Rockaway-Bayswater
36081101700,19,6307,1125,727,3435,38,1984,21,102,Bay Terrace-Clearview
36081102900,19,3786,718,610,1957,59,1097,14,49,Whitestone-Beechhurst
36081103201,31,6986,2261,2659,188,3567,106,131,335,Far Rockaway-Bayswater
36081103202,31,6860,2269,2213,2946,1319,90,135,157,Far Rockaway-Bayswater
36081103300,19,4459,924,694,2295,3,1384,30,53,Whitestone-Beechhurst
36081103900,19,6618,1224,1236,2600,53,2613,29,87,Whitestone-Beechhurst
36081104700,19,7907,1385,1101,2250,39,4365,42,110,Murray Hill-Broadway Flushing
