ct,tot_pop_ancestry,moe_pop_ancestry,tot_afghan,moe_afghan,tot_albanian,moe_albanian,tot_alsatian,moe_alsatian,tot_american,moe_american,tot_arab,moe_arab,tot_arab_egyptian,moe_arab_egyptian,tot_arab_iraqi,moe_arab_iraqi,tot_arab_jordanian,moe_arab_jordanian,tot_arab_lebanese,moe_arab_lebanese,tot_arab_moroccan,moe_arab_moroccan,tot_arab_palestinia,moe_arab_palestinian,tot_arab_syrian,moe_arab_syrian,tot_arab_arab,moe_arab_arab,tot_arab_other_arab,moe_arab_other_arab,tot_armenian,moe_armenian,tot_assyrian/chaldean/syriac,moe_assyrian/chaldean/syriac,tot_australian,moe_australian,tot_austrian,moe_austrian,tot_basque,moe_basque,tot_belgian,moe_belgian,tot_brazilian,moe_brazilian,tot_british,moe_british,tot_bulgarian,moe_bulgarian,tot_cajun,moe_cajun,tot_canadian,moe_canadian,tot_carpatho_rusyn,moe_carpatho_rusyn,tot_celtic,moe_celtic,tot_croatian,moe_croatian,tot_cypriot,moe_cypriot,tot_czech,moe_czech,tot_czechoslovakian,moe_czechoslovakian,tot_danish,moe_danish,tot_dutch,moe_dutch,tot_eastern_european,moe_eastern_european,tot_english,moe_english,tot_estonian,moe_estonian,tot_european,moe_european,tot_finnish,moe_finnish,tot_french_ex_basque,moe_french_ex_basque,tot_french_canadian,moe_french_canadian,tot_german,moe_german,tot_german_russian,moe_german_russian,tot_greek,moe_greek,tot_guyanese,moe_guyanese,tot_hungarian,moe_hungarian,tot_icelander,moe_icelander,tot_iranian,moe_iranian,tot_irish,moe_irish,tot_israeli,moe_israeli,tot_italian,moe_italian,tot_latvian,moe_latvian,tot_lithuanian,moe_lithuanian,tot_luxembourger,moe_luxembourger,tot_macedonian,moe_macedonian,tot_maltese,moe_maltese,tot_new_zealander,moe_new_zealander,tot_northern_european,moe_northern_european,tot_norwegian,moe_norwegian,tot_pennsylvania_german,moe_pennsylvania_german,tot_polish,moe_polish,tot_portuguese,moe_portuguese,tot_romanian,moe_romanian,tot_russian,moe_russian,tot_scandinavian,moe_scandinavian,tot_scotch-irish,moe_scotch-irish,tot_scottish,moe_scottish,tot_serbian,moe_serbian,tot_slavic,moe_slavic,tot_slovak,moe_slovak,tot_slovene,moe_slovene,tot_soviet_union,moe_soviet_union,tot_s_african,moe_s_african,tot_s_african_cape_verdean,moe_s_african_cape_verdean,tot_s_african_ethiopian,moe_s_african_ethiopian,tot_s_african_ghanaian,moe_s_african_ghanaian,tot_s_african_kenyan,moe_s_african_kenyan,tot_s_african_liberian,moe_s_african_liberian,tot_s_african_nigerian,moe_s_african_nigerian,tot_s_african_senegalese,moe_s_african_senegalese,tot_s_african_sierra_leonean,moe_s_african_sierra_leonean,tot_s_african_somali,moe_s_african_somali,tot_s_african_south_african,moe_s_african_south_african,tot_s_african_sudanese,moe_s_african_sudanese,tot_s_african_ugandan,moe_s_african_ugandan,tot_s_african_zimbabwean,moe_s_african_zimbabwean,tot_s_african_african,moe_s_african_african,tot_s_african_other_s_african,moe_s_african_other_s_african,tot_swedish,moe_swedish,tot_swiss,moe_swiss,tot_turkish,moe_turkish,tot_ukrainian,moe_ukrainian,tot_welsh,moe_welsh,tot_w_indians,moe_w_indians,tot_w_indians_bahamian,moe_w_indians_bahamian,tot_w_indians_barbadian,moe_w_indians_barbadian,tot_w_indians_belizean,moe_w_indians_belizean,tot_w_indians_bermudan,moe_w_indians_bermudan,tot_w_indians_british_west_indian,moe_w_indians_british_west_indian,tot_w_indians_dutch_west_indian,moe_w_indians_dutch_west_indian,tot_w_indians_haitian,moe_w_indians_haitian,tot_w_indians_jamaican,moe_w_indians_jamaican,tot_w_indians_trinidadian_and_tobagonian,moe_w_indians_trinidadian_and_tobagonian,tot_w_indians_u.s._virgin_islander,moe_w_indians_u.s._virgin_islander,tot_w_indians_west_indian,moe_w_indians_west_indian,tot_w_indians_other_west_indian,moe_w_indians_other_west_indian,tot_yugoslavian,moe_yugoslavian,tot_other_groups,moe_other_groups,tot_unclass_not_rep,moe_unclass_not_rep,tot_pop_hisp_origin,moe_pop_hisp_origin,tot_not_hispanic,moe_not_hispanic,tot_hispanic,moe_hispanic,tot_mexican,moe_mexican,tot_puerto_rican,moe_puerto_rican,tot_cuban,moe_cuban,tot_dominican,moe_dominican,tot_central_american,moe_central_american,tot_costa_rican,moe_costa_rican,tot_guatemalan,moe_guatemalan,tot_honduran,moe_honduran,tot_nicaraguan,moe_nicaraguan,tot_panamanian,moe_panamanian,tot_salvadoran,moe_salvadoran,tot_other_central_american,moe_other_central_american,tot_south_american,moe_south_american,tot_argentinean,moe_argentinean,tot_bolivian,moe_bolivian,tot_chilean,moe_chilean,tot_colombian,moe_colombian,tot_ecuadorian,moe_ecuadorian,tot_paraguayan,moe_paraguayan,tot_peruvian,moe_peruvian,tot_uruguayan,moe_uruguayan,tot_venezuelan,moe_venezuelan,tot_other_south_american,moe_other_south_american,tot_other_hispanic_or_latino,moe_other_hispanic_or_latino,tot_spaniard,moe_spaniard,tot_spanish,moe_spanish,tot_spanish_american,moe_spanish_american,tot_all_other_hispanic_or_latino,moe_all_other_hispanic_or_latino,tot_pop_asian,moe_pop_asian,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified",tot_two_or_more_asian,moe_two_or_more_asian
36081050800,2032,412,0,13,0,13,0,13,37,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,46,69,0,13,0,13,25,38,0,13,0,13,0,13,57,75,0,13,18,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,604,274,0,13,0,13,0,13,0,13,5,8,0,13,242,231,188,132,50,52,0,13,119,107,0,13,0,13,1066,305,248,142,2032,412,1975,415,57,51,22,33,20,32,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,13,0,13,0,13,0,13,0,13,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,85,106,27,49,58,86,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081051000,1945,434,0,13,0,13,0,13,53,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,223,182,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,32,0,13,0,13,0,13,0,13,0,13,692,364,0,13,70,86,0,13,0,13,0,13,0,13,188,171,400,337,34,30,0,13,0,13,0,13,0,13,852,258,182,91,1945,434,1874,416,71,86,0,13,52,81,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,0,13,0,13,0,13,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,202,174,160,167,0,13,0,13,0,13,0,13,15,24,27,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081051100,2562,509,0,13,0,13,0,13,136,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,37,0,13,0,13,0,13,0,13,0,13,26,29,40,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,0,13,17,21,70,85,0,13,8,13,0,13,54,53,12,19,95,53,0,13,43,41,0,13,0,13,0,13,0,13,435,251,0,13,225,117,0,13,13,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,544,355,0,13,12,19,0,13,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,24,37,0,13,0,13,13,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,20,0,13,0,13,0,13,0,13,0,13,975,280,246,96,2562,509,1756,435,806,282,58,83,90,123,70,70,55,57,44,37,0,13,28,30,16,24,0,13,0,13,0,13,0,13,450,215,109,108,0,13,0,13,109,89,232,149,0,13,0,13,0,13,0,13,0,13,39,47,39,47,0,13,0,13,0,13,300,151,51,50,0,13,0,13,0,13,0,13,136,96,96,80,0,13,0,13,0,13,6,10,0,13,0,13,0,13,7,12,0,13,0,13,0,13,0,13,4,6,0,13,0,13,0,13,0,13
36081051200,2724,508,0,13,0,13,0,13,52,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,202,164,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,156,187,0,13,0,13,0,13,0,13,0,13,112,174,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,31,14,22,0,13,0,13,0,13,0,13,0,13,946,404,0,13,9,14,0,13,0,13,0,13,0,13,551,327,303,214,83,93,0,13,0,13,0,13,0,13,1107,270,350,200,2724,508,2333,520,391,184,0,13,58,44,0,13,327,166,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,8,0,13,0,13,0,13,6,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,230,144,34,44,118,116,0,13,0,13,0,13,0,13,35,53,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,43,71,0,13,0,13,0,13,0,13
36081051300,2843,415,0,13,19,28,0,13,209,179,7,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,7,10,8,11,19,26,0,13,3,4,0,13,0,13,0,13,308,194,0,13,135,165,0,13,13,15,0,13,0,13,470,197,0,13,185,103,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,349,171,0,13,10,15,17,25,0,13,0,13,3,6,0,13,9,13,0,13,0,13,0,13,39,49,0,13,0,13,0,13,0,13,0,13,14,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,37,0,13,8,12,0,13,0,13,59,67,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1110,455,400,163,2843,415,1968,335,875,427,0,13,288,243,8,12,70,103,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,478,361,25,40,0,13,0,13,207,194,111,182,0,13,42,43,0,13,93,136,0,13,31,43,0,13,2,4,0,13,29,43,507,199,0,13,0,13,0,13,0,13,0,13,397,179,0,13,0,13,0,13,0,13,67,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,43,66,0,13,0,13,0,13
36081051500,3565,618,0,13,116,187,0,13,207,171,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,18,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,30,0,13,0,13,0,13,0,13,0,13,0,13,41,38,0,13,32,52,41,58,7,12,0,13,345,186,0,13,17,18,15,24,0,13,0,13,0,13,721,367,0,13,334,203,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,481,355,7,12,28,42,15,16,0,13,0,13,0,13,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1091,308,637,474,3565,618,2780,586,785,247,8,12,344,315,0,13,50,80,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,287,209,0,13,0,13,0,13,148,137,139,152,0,13,0,13,0,13,0,13,0,13,96,124,0,13,0,13,0,13,96,124,265,185,8,11,0,13,0,13,0,13,0,13,216,166,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,41,68,0,13,0,13,0,13,0,13
36081051600,2186,423,0,13,0,13,0,13,105,98,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,79,82,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,57,80,0,13,0,13,0,13,0,13,0,13,50,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,767,350,0,13,0,13,0,13,0,13,0,13,0,13,440,274,220,177,68,79,0,13,49,74,0,13,0,13,613,238,640,421,2186,423,1817,301,369,271,0,13,37,49,0,13,102,100,131,177,9,14,0,13,0,13,0,13,0,13,122,176,0,13,92,104,0,13,0,13,0,13,92,104,0,13,0,13,0,13,0,13,0,13,0,13,7,14,0,13,0,13,0,13,7,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081051700,1816,404,0,13,0,13,0,13,52,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,74,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,8,0,13,0,13,0,13,0,13,8,13,19,18,0,13,56,78,0,13,0,13,0,13,27,23,0,13,22,33,0,13,6,10,0,13,0,13,289,195,0,13,328,151,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,526,235,0,13,0,13,25,28,0,13,0,13,9,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,435,153,262,152,1816,404,1384,375,432,156,0,13,110,83,17,25,2,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,278,138,0,13,0,13,0,13,99,74,169,125,0,13,10,13,0,13,0,13,0,13,25,38,0,13,0,13,0,13,25,38,128,77,1,3,0,13,0,13,0,13,0,13,109,69,16,26,0,13,0,13,2,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081051800,2602,502,0,13,0,13,0,13,141,133,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,92,98,0,13,0,13,0,13,0,13,0,13,37,53,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,95,84,0,13,0,13,0,13,0,13,0,13,28,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,52,63,15,24,0,13,0,13,0,13,0,13,0,13,1051,344,0,13,13,19,0,13,0,13,0,13,0,13,397,228,497,293,26,36,0,13,118,186,0,13,0,13,1065,386,211,137,2602,502,2501,491,101,99,0,13,48,45,0,13,0,13,12,17,0,13,0,13,0,13,12,17,0,13,0,13,0,13,41,60,0,13,0,13,0,13,0,13,41,60,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,7,1,3,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,7
36081052000,1457,293,0,13,0,13,0,13,16,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,165,156,0,13,0,13,0,13,0,13,0,13,5,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,38,0,13,0,13,0,13,0,13,0,13,27,27,0,13,0,13,0,13,0,13,0,13,11,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,23,0,13,0,13,0,13,0,13,0,13,0,13,507,238,0,13,40,57,0,13,0,13,11,14,0,13,86,62,376,226,0,13,0,13,0,13,0,13,0,13,587,222,203,102,1457,293,1386,294,71,57,0,13,39,46,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,38,0,13,0,13,0,13,28,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081052100,2059,399,0,13,0,13,0,13,31,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,18,5,8,0,13,0,13,0,13,0,13,0,13,5,7,0,13,12,19,5,8,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,19,16,0,13,36,34,16,24,18,27,0,13,5,8,289,127,0,13,436,198,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,33,0,13,215,93,0,13,12,17,32,24,0,13,0,13,38,32,0,13,0,13,47,75,0,13,0,13,1,4,0,13,0,13,0,13,0,13,0,13,1,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,673,387,356,206,2059,399,1522,258,537,366,0,13,71,80,0,13,14,14,31,28,0,13,0,13,0,13,0,13,0,13,31,28,0,13,343,278,0,13,0,13,0,13,20,30,315,277,0,13,0,13,8,12,0,13,0,13,78,87,0,13,0,13,0,13,78,87,193,115,0,13,0,13,0,13,0,13,0,13,103,102,80,77,0,13,0,13,9,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13
36081052200,1965,332,0,13,0,13,0,13,86,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,12,0,13,0,13,224,221,0,13,0,13,0,13,0,13,0,13,37,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,60,72,0,13,0,13,0,13,0,13,0,13,46,68,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,23,0,13,0,13,0,13,0,13,0,13,0,13,707,249,0,13,35,41,0,13,0,13,17,21,0,13,250,169,371,195,11,17,0,13,33,26,0,13,0,13,741,224,214,97,1965,332,1904,330,61,70,1,3,14,19,40,63,0,13,6,8,0,13,0,13,0,13,0,13,0,13,6,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,170,125,83,74,0,13,0,13,0,13,0,13,0,13,87,130,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081052400,2309,335,0,13,0,13,0,13,176,122,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,57,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,69,105,0,13,0,13,0,13,0,13,0,13,69,105,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,952,250,0,13,45,72,0,13,0,13,0,13,0,13,132,116,642,238,11,18,0,13,122,105,0,13,0,13,807,329,288,205,2309,335,2069,290,240,249,0,13,60,67,0,13,0,13,128,204,0,13,112,177,16,27,0,13,0,13,0,13,0,13,52,86,0,13,0,13,0,13,0,13,52,86,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,82,134,0,13,82,134,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081052500,2647,413,0,13,0,13,0,13,14,21,11,15,0,13,0,13,0,13,0,13,11,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,6,11,0,13,0,13,8,11,0,13,0,13,0,13,26,31,6,10,174,68,0,13,44,65,0,13,0,13,0,13,0,13,132,84,0,13,266,89,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,678,214,0,13,14,20,4,7,0,13,0,13,15,23,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,790,295,665,305,2647,413,1620,277,1027,405,50,50,88,79,20,32,164,120,99,86,19,25,15,19,0,13,0,13,0,13,65,81,0,13,572,383,22,27,0,13,0,13,125,116,425,339,0,13,0,13,0,13,0,13,0,13,34,39,17,25,0,13,0,13,17,18,112,89,0,13,0,13,0,13,0,13,0,13,90,82,0,13,0,13,0,13,0,13,22,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081052600,2393,368,0,13,0,13,0,13,197,100,144,163,0,13,0,13,0,13,0,13,0,13,0,13,0,13,91,146,53,82,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,187,150,0,13,0,13,10,15,0,13,0,13,21,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,41,78,0,13,0,13,0,13,0,13,0,13,41,78,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,756,282,0,13,109,146,58,90,0,13,0,13,0,13,126,95,249,154,0,13,0,13,214,213,0,13,0,13,888,291,308,148,2393,368,2067,345,326,201,0,13,10,14,51,74,127,143,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,121,100,0,13,0,13,0,13,58,87,63,72,0,13,0,13,0,13,0,13,0,13,17,30,0,13,0,13,0,13,17,30,55,53,30,43,0,13,0,13,0,13,0,13,19,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13
36081052800,1543,309,0,13,0,13,0,13,74,91,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,639,280,0,13,34,45,0,13,0,13,0,13,0,13,137,180,335,251,0,13,0,13,133,81,0,13,0,13,736,327,90,59,1543,309,1488,312,55,70,0,13,44,67,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,16,0,13,0,13,0,13,11,16,21,34,21,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
