ct,tot_pop_ancestry,moe_pop_ancestry,tot_afghan,moe_afghan,tot_albanian,moe_albanian,tot_alsatian,moe_alsatian,tot_american,moe_american,tot_arab,moe_arab,tot_arab_egyptian,moe_arab_egyptian,tot_arab_iraqi,moe_arab_iraqi,tot_arab_jordanian,moe_arab_jordanian,tot_arab_lebanese,moe_arab_lebanese,tot_arab_moroccan,moe_arab_moroccan,tot_arab_palestinia,moe_arab_palestinian,tot_arab_syrian,moe_arab_syrian,tot_arab_arab,moe_arab_arab,tot_arab_other_arab,moe_arab_other_arab,tot_armenian,moe_armenian,tot_assyrian/chaldean/syriac,moe_assyrian/chaldean/syriac,tot_australian,moe_australian,tot_austrian,moe_austrian,tot_basque,moe_basque,tot_belgian,moe_belgian,tot_brazilian,moe_brazilian,tot_british,moe_british,tot_bulgarian,moe_bulgarian,tot_cajun,moe_cajun,tot_canadian,moe_canadian,tot_carpatho_rusyn,moe_carpatho_rusyn,tot_celtic,moe_celtic,tot_croatian,moe_croatian,tot_cypriot,moe_cypriot,tot_czech,moe_czech,tot_czechoslovakian,moe_czechoslovakian,tot_danish,moe_danish,tot_dutch,moe_dutch,tot_eastern_european,moe_eastern_european,tot_english,moe_english,tot_estonian,moe_estonian,tot_european,moe_european,tot_finnish,moe_finnish,tot_french_ex_basque,moe_french_ex_basque,tot_french_canadian,moe_french_canadian,tot_german,moe_german,tot_german_russian,moe_german_russian,tot_greek,moe_greek,tot_guyanese,moe_guyanese,tot_hungarian,moe_hungarian,tot_icelander,moe_icelander,tot_iranian,moe_iranian,tot_irish,moe_irish,tot_israeli,moe_israeli,tot_italian,moe_italian,tot_latvian,moe_latvian,tot_lithuanian,moe_lithuanian,tot_luxembourger,moe_luxembourger,tot_macedonian,moe_macedonian,tot_maltese,moe_maltese,tot_new_zealander,moe_new_zealander,tot_northern_european,moe_northern_european,tot_norwegian,moe_norwegian,tot_pennsylvania_german,moe_pennsylvania_german,tot_polish,moe_polish,tot_portuguese,moe_portuguese,tot_romanian,moe_romanian,tot_russian,moe_russian,tot_scandinavian,moe_scandinavian,tot_scotch-irish,moe_scotch-irish,tot_scottish,moe_scottish,tot_serbian,moe_serbian,tot_slavic,moe_slavic,tot_slovak,moe_slovak,tot_slovene,moe_slovene,tot_soviet_union,moe_soviet_union,tot_s_african,moe_s_african,tot_s_african_cape_verdean,moe_s_african_cape_verdean,tot_s_african_ethiopian,moe_s_african_ethiopian,tot_s_african_ghanaian,moe_s_african_ghanaian,tot_s_african_kenyan,moe_s_african_kenyan,tot_s_african_liberian,moe_s_african_liberian,tot_s_african_nigerian,moe_s_african_nigerian,tot_s_african_senegalese,moe_s_african_senegalese,tot_s_african_sierra_leonean,moe_s_african_sierra_leonean,tot_s_african_somali,moe_s_african_somali,tot_s_african_south_african,moe_s_african_south_african,tot_s_african_sudanese,moe_s_african_sudanese,tot_s_african_ugandan,moe_s_african_ugandan,tot_s_african_zimbabwean,moe_s_african_zimbabwean,tot_s_african_african,moe_s_african_african,tot_s_african_other_s_african,moe_s_african_other_s_african,tot_swedish,moe_swedish,tot_swiss,moe_swiss,tot_turkish,moe_turkish,tot_ukrainian,moe_ukrainian,tot_welsh,moe_welsh,tot_w_indians,moe_w_indians,tot_w_indians_bahamian,moe_w_indians_bahamian,tot_w_indians_barbadian,moe_w_indians_barbadian,tot_w_indians_belizean,moe_w_indians_belizean,tot_w_indians_bermudan,moe_w_indians_bermudan,tot_w_indians_british_west_indian,moe_w_indians_british_west_indian,tot_w_indians_dutch_west_indian,moe_w_indians_dutch_west_indian,tot_w_indians_haitian,moe_w_indians_haitian,tot_w_indians_jamaican,moe_w_indians_jamaican,tot_w_indians_trinidadian_and_tobagonian,moe_w_indians_trinidadian_and_tobagonian,tot_w_indians_u.s._virgin_islander,moe_w_indians_u.s._virgin_islander,tot_w_indians_west_indian,moe_w_indians_west_indian,tot_w_indians_other_west_indian,moe_w_indians_other_west_indian,tot_yugoslavian,moe_yugoslavian,tot_other_groups,moe_other_groups,tot_unclass_not_rep,moe_unclass_not_rep,tot_pop_hisp_origin,moe_pop_hisp_origin,tot_not_hispanic,moe_not_hispanic,tot_hispanic,moe_hispanic,tot_mexican,moe_mexican,tot_puerto_rican,moe_puerto_rican,tot_cuban,moe_cuban,tot_dominican,moe_dominican,tot_central_american,moe_central_american,tot_costa_rican,moe_costa_rican,tot_guatemalan,moe_guatemalan,tot_honduran,moe_honduran,tot_nicaraguan,moe_nicaraguan,tot_panamanian,moe_panamanian,tot_salvadoran,moe_salvadoran,tot_other_central_american,moe_other_central_american,tot_south_american,moe_south_american,tot_argentinean,moe_argentinean,tot_bolivian,moe_bolivian,tot_chilean,moe_chilean,tot_colombian,moe_colombian,tot_ecuadorian,moe_ecuadorian,tot_paraguayan,moe_paraguayan,tot_peruvian,moe_peruvian,tot_uruguayan,moe_uruguayan,tot_venezuelan,moe_venezuelan,tot_other_south_american,moe_other_south_american,tot_other_hispanic_or_latino,moe_other_hispanic_or_latino,tot_spaniard,moe_spaniard,tot_spanish,moe_spanish,tot_spanish_american,moe_spanish_american,tot_all_other_hispanic_or_latino,moe_all_other_hispanic_or_latino,tot_pop_asian,moe_pop_asian,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified",tot_two_or_more_asian,moe_two_or_more_asian
36005002300,4465,642,0,13,0,13,0,13,210,230,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,35,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13,314,339,0,13,0,13,0,13,0,13,0,13,21,33,153,245,0,13,0,13,0,13,0,13,0,13,0,13,140,238,0,13,0,13,0,13,0,13,0,13,0,13,158,107,0,13,0,13,27,42,0,13,34,55,0,13,48,54,49,62,0,13,0,13,0,13,0,13,0,13,3299,655,666,299,4465,642,1265,409,3200,579,52,82,1303,431,64,105,1277,481,82,58,0,13,34,55,48,55,0,13,0,13,0,13,0,13,368,431,0,13,0,13,0,13,335,429,33,38,0,13,0,13,0,13,0,13,0,13,54,68,0,13,0,13,0,13,54,68,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005002400,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005002500,5662,679,0,18,0,18,0,18,234,267,44,69,0,18,0,18,0,18,0,18,0,18,0,18,0,18,44,69,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,68,57,0,18,0,18,0,18,19,17,0,18,0,18,34,44,0,18,14,22,0,18,0,18,0,18,0,18,0,18,0,18,0,18,34,45,0,18,0,18,0,18,0,18,6,11,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,436,304,0,18,0,18,99,109,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,102,109,235,272,0,18,0,18,7,14,21,18,0,18,25,40,0,18,0,18,0,18,0,18,0,18,0,18,0,18,25,40,0,18,0,18,0,18,0,18,0,18,3923,638,879,323,5662,679,1590,463,4072,705,657,406,1150,338,0,18,659,342,758,577,0,18,308,432,181,208,225,272,0,18,44,48,0,18,713,469,0,18,0,18,0,18,107,136,580,457,0,18,26,40,0,18,0,18,0,18,135,144,0,18,0,18,0,18,135,144,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005002701,2938,583,0,13,0,13,0,13,50,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,22,0,13,39,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,92,144,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,92,144,0,13,0,13,0,13,0,13,0,13,0,13,90,110,0,13,0,13,0,13,0,13,0,13,0,13,0,13,68,107,22,36,0,13,0,13,0,13,0,13,2302,546,458,241,2938,583,783,269,2155,508,614,483,858,318,9,14,490,309,131,168,0,13,0,13,131,168,0,13,0,13,0,13,0,13,14,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,22,0,13,39,58,0,13,39,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005002702,4413,699,0,13,0,13,0,13,354,363,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,25,22,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,259,260,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,66,195,256,0,13,0,13,0,13,0,13,0,13,202,191,0,13,0,13,0,13,0,13,142,180,0,13,0,13,60,56,0,13,0,13,0,13,0,13,0,13,3244,723,660,359,4413,699,1575,585,2838,573,325,229,1090,350,0,13,914,450,231,208,17,27,21,32,166,191,14,28,0,13,13,19,0,13,90,93,0,13,0,13,0,13,10,15,80,93,0,13,0,13,0,13,0,13,0,13,188,202,0,13,0,13,0,13,188,202,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005002800,5372,827,0,18,0,18,0,18,25,45,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,45,73,0,18,41,62,0,18,0,18,0,18,0,18,61,88,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,94,155,0,18,0,18,38,60,0,18,0,18,0,18,0,18,0,18,468,321,0,18,0,18,323,247,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,190,203,0,18,38,60,0,18,0,18,0,18,0,18,147,142,0,18,0,18,0,18,0,18,0,18,0,18,0,18,105,133,18,29,0,18,67,73,0,18,0,18,3766,796,1011,436,5372,827,3418,564,1954,784,0,18,1327,495,0,18,516,510,30,53,0,18,0,18,0,18,0,18,0,18,30,53,0,18,81,86,0,18,0,18,0,18,81,86,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005003100,2165,430,0,13,0,13,0,13,108,104,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,15,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,15,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,57,76,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,67,20,34,0,13,0,13,0,13,0,13,0,13,51,48,0,13,0,13,0,13,0,13,0,13,0,13,23,35,28,38,0,13,0,13,0,13,0,13,0,13,1838,412,194,141,2165,430,749,243,1416,383,202,149,453,186,0,13,473,353,71,70,0,13,0,13,63,64,0,13,0,13,8,15,0,13,204,138,0,13,0,13,8,15,0,13,196,143,0,13,0,13,0,13,0,13,0,13,13,20,0,13,0,13,0,13,13,20,285,295,228,292,12,17,0,13,0,13,0,13,0,13,4,8,0,13,0,13,0,13,0,13,0,13,41,56,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005003300,3339,760,0,13,0,13,0,13,317,343,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,16,0,13,16,35,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,130,107,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,92,87,38,58,0,13,0,13,0,13,0,13,0,13,28,44,0,13,0,13,0,13,0,13,28,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2917,737,208,110,3339,760,1225,767,2114,422,309,384,1129,273,12,22,569,296,37,49,0,13,27,43,10,21,0,13,0,13,0,13,0,13,10,21,0,13,0,13,0,13,10,21,0,13,0,13,0,13,0,13,0,13,0,13,48,70,0,13,0,13,0,13,48,70,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005003500,3880,899,0,13,0,13,0,13,266,226,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,21,0,13,0,13,0,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,6,13,0,13,12,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,439,517,0,13,0,13,415,517,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,38,0,13,0,13,0,13,0,13,0,13,178,279,0,13,0,13,0,13,0,13,178,279,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2535,661,474,307,3880,899,1081,549,2799,954,342,274,650,228,0,13,1195,876,142,229,0,13,0,13,142,229,0,13,0,13,0,13,0,13,125,119,0,13,0,13,0,13,7,11,114,117,0,13,0,13,0,13,4,17,0,13,345,318,0,13,35,52,0,13,310,314,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005003700,277,83,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,194,107,53,64,277,83,75,54,202,97,19,29,98,66,0,13,17,24,30,49,0,13,0,13,30,49,0,13,0,13,0,13,0,13,38,51,0,13,0,13,0,13,0,13,38,51,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005003800,1313,153,0,13,0,13,0,13,56,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,18,0,13,0,13,0,13,0,13,21,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,16,0,13,0,13,0,13,0,13,0,13,838,211,428,162,1313,153,375,240,938,232,9,13,595,218,0,13,288,151,23,21,0,13,12,12,0,13,0,13,0,13,11,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,33,23,33,0,13,0,13,0,13,31,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005003900,6710,1226,0,18,0,18,0,18,67,102,6,11,0,18,0,18,6,11,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,83,123,0,18,0,18,0,18,0,18,0,18,121,185,0,18,63,101,0,18,0,18,0,18,0,18,0,18,0,18,35,45,0,18,100,153,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,30,44,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,516,687,0,18,0,18,0,18,0,18,0,18,156,211,0,18,0,18,0,18,0,18,0,18,0,18,0,18,247,327,169,224,0,18,0,18,0,18,0,18,0,18,83,86,0,18,0,18,0,18,0,18,45,72,0,18,28,45,10,19,28,45,0,18,0,18,0,18,0,18,4871,988,988,656,6710,1226,1098,680,5612,1180,1954,886,1416,551,122,193,1516,984,425,516,0,18,0,18,425,516,0,18,0,18,0,18,0,18,109,160,0,18,0,18,0,18,0,18,109,160,0,18,0,18,0,18,0,18,0,18,70,50,0,18,0,18,0,18,70,50,11,21,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,11,21,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005004001,1574,320,0,13,0,13,0,13,65,81,37,57,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,57,0,13,0,13,0,13,0,13,0,13,0,13,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,0,13,5,7,0,13,0,13,0,13,5,7,8,12,6,6,0,13,5,7,0,13,0,13,0,13,0,13,2,3,0,13,12,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,11,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,33,38,0,13,0,13,0,13,6,9,21,34,0,13,0,13,0,13,6,11,0,13,0,13,0,13,0,13,1181,328,229,147,1574,320,796,299,778,314,0,13,297,107,8,12,341,246,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,103,137,0,13,0,13,0,13,22,28,81,123,0,13,0,13,0,13,0,13,0,13,29,32,0,13,0,13,0,13,29,32,408,241,176,137,184,143,0,13,0,13,0,13,48,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005004100,5798,1391,0,18,0,18,0,18,52,68,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,26,44,0,18,20,31,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,26,44,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,15,26,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,987,857,0,18,0,18,265,369,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,722,668,0,18,0,18,0,18,0,18,0,18,0,18,91,84,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,91,84,0,18,0,18,3770,1154,954,532,5798,1391,1743,879,4055,1193,411,282,2015,911,0,18,1247,629,347,326,26,45,81,162,240,280,0,18,0,18,0,18,0,18,33,47,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,33,47,0,18,2,5,0,18,0,18,0,18,2,5,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005004200,7803,987,0,18,0,18,0,18,495,440,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,27,44,0,18,27,44,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,186,258,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,83,111,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,56,71,27,78,0,18,0,18,0,18,0,18,0,18,490,344,73,134,49,107,0,18,0,18,95,153,0,18,0,18,83,129,0,18,129,183,61,85,0,18,0,18,6405,932,921,587,7803,987,2222,644,5581,1060,70,125,2436,1022,0,18,2208,997,101,111,0,18,0,18,0,18,0,18,101,111,0,18,0,18,766,529,0,18,0,18,0,18,0,18,766,529,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,15,27,15,27,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005004300,5527,694,0,18,0,18,0,18,189,203,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,29,43,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,13,20,0,18,0,18,0,18,12,20,0,18,26,43,0,18,0,18,15,23,0,18,0,18,0,18,0,18,0,18,0,18,0,18,93,89,0,18,20,23,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,196,129,30,47,0,18,48,69,0,18,0,18,21,31,0,18,0,18,0,18,0,18,0,18,0,18,0,18,61,68,36,53,0,18,0,18,0,18,0,18,27,43,210,185,0,18,0,18,27,45,0,18,27,44,0,18,0,18,141,162,3,6,0,18,12,19,0,18,0,18,4013,709,1041,438,5527,694,1384,356,4143,656,103,72,2467,576,0,18,1003,350,109,99,0,18,0,18,30,45,14,27,31,48,34,58,0,18,445,333,0,18,0,18,0,18,34,50,382,327,0,18,0,18,0,18,0,18,29,43,16,25,0,18,0,18,0,18,16,25,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
