ed,cd,hochul,zeldin,gov_votes,voters_nov22
53039,34,288.0,149.0,440.0,1136.0
53040,34,328.0,138.0,471.0,1321.0
53041,34,461.0,114.0,580.0,1421.0
53042,34,159.0,35.0,196.0,1321.0
53043,34,398.0,30.0,435.0,1155.0
53044,34,318.0,53.0,380.0,1214.0
53045,34,301.0,51.0,357.0,1158.0
53046,34,376.0,56.0,437.0,1305.0
53047,34,299.0,39.0,344.0,1194.0
53048,34,342.0,28.0,375.0,1154.0
53049,34,344.0,61.0,410.0,1294.0
53050,34,341.0,84.0,429.0,1447.0
53051,34,241.0,84.0,333.0,1218.0
53052,34,378.0,56.0,446.0,1593.0
53053,34,462.0,40.0,505.0,1492.0
53054,34,398.0,27.0,428.0,1190.0
53055,34,348.0,58.0,413.0,1198.0
53056,34,392.0,55.0,453.0,1499.0
53057,34,173.0,30.0,214.0,859.0
53058,34,226.0,30.0,261.0,766.0
53059,34,219.0,22.0,248.0,867.0
53060,34,675.0,66.0,752.0,1577.0
53061,34,602.0,54.0,661.0,1226.0
53062,34,331.0,51.0,390.0,1554.0
54001,37,49.0,21.0,70.0,433.0
54002,37,142.0,52.0,194.0,1382.0
54003,37,77.0,31.0,111.0,729.0
54004,42,205.0,36.0,249.0,1208.0
54005,42,139.0,10.0,150.0,774.0
54006,42,182.0,22.0,205.0,827.0
54007,37,173.0,80.0,255.0,1450.0
54008,37,146.0,43.0,198.0,965.0
54009,37,133.0,60.0,196.0,1150.0
54010,37,169.0,30.0,201.0,802.0
54011,42,191.0,38.0,232.0,1175.0
54012,42,195.0,29.0,227.0,1150.0
54013,42,232.0,30.0,262.0,1102.0
54014,42,218.0,33.0,254.0,1055.0
54015,42,232.0,33.0,268.0,1181.0
54016,42,9.0,4.0,13.0,69.0
54017,37,202.0,37.0,240.0,872.0
54018,37,187.0,28.0,218.0,1045.0
54019,37,129.0,31.0,161.0,773.0
54020,37,107.0,20.0,128.0,665.0
54021,37,123.0,30.0,155.0,829.0
54022,37,131.0,35.0,171.0,1068.0
54023,37,184.0,55.0,240.0,1415.0
54024,37,115.0,45.0,162.0,1017.0
54025,37,137.0,68.0,206.0,1410.0
54026,37,143.0,51.0,198.0,1037.0
54027,37,174.0,63.0,243.0,1408.0
54028,37,171.0,79.0,252.0,1190.0
54029,37,221.0,75.0,300.0,1414.0
54030,37,148.0,65.0,216.0,1282.0
54031,37,221.0,91.0,319.0,1628.0
54032,37,161.0,50.0,214.0,1313.0
54033,37,259.0,54.0,317.0,1376.0
54034,37,212.0,70.0,286.0,1254.0
54035,37,253.0,66.0,323.0,1324.0
54036,37,362.0,51.0,423.0,1763.0
54037,37,283.0,31.0,318.0,1032.0
54038,37,455.0,29.0,485.0,1376.0
54039,37,382.0,25.0,412.0,1394.0
54040,37,361.0,33.0,396.0,1334.0
54041,37,325.0,19.0,351.0,1279.0
54042,37,275.0,35.0,314.0,1063.0
54043,37,343.0,35.0,381.0,1275.0
54044,37,350.0,24.0,382.0,1418.0
54045,37,334.0,53.0,392.0,1346.0
54046,37,266.0,34.0,302.0,1055.0
54047,37,282.0,35.0,321.0,1274.0
54048,37,270.0,66.0,342.0,1303.0
54049,37,254.0,45.0,299.0,1143.0
54050,37,293.0,39.0,339.0,1237.0
54051,37,280.0,51.0,336.0,1225.0
54052,37,204.0,35.0,242.0,1016.0
54053,37,247.0,24.0,272.0,1043.0
54054,37,283.0,22.0,308.0,1014.0
54055,37,265.0,33.0,301.0,1107.0
54056,37,287.0,38.0,333.0,1118.0
54057,37,265.0,46.0,320.0,1202.0
54058,37,12.0,2.0,14.0,77.0
54059,37,0.0,0.0,0.0,4.0
54060,37,47.0,1.0,48.0,173.0
54061,37,0.0,0.0,0.0,
55001,41,443.0,24.0,471.0,1247.0
55002,41,311.0,19.0,332.0,1111.0
55003,41,335.0,23.0,362.0,1126.0
55004,41,27.0,3.0,30.0,86.0
55005,41,385.0,20.0,408.0,1193.0
55006,41,264.0,12.0,279.0,895.0
55007,41,358.0,17.0,380.0,1164.0
55008,41,450.0,20.0,473.0,1291.0
55009,41,364.0,19.0,389.0,1172.0
55010,41,372.0,16.0,390.0,1181.0
55011,41,220.0,11.0,236.0,985.0
55012,41,350.0,8.0,366.0,1077.0
55013,37,313.0,24.0,341.0,1296.0
55014,37,327.0,13.0,340.0,1162.0
55015,37,359.0,43.0,410.0,1517.0
55016,37,0.0,0.0,0.0,3.0
55017,37,28.0,8.0,36.0,176.0
55018,37,10.0,0.0,10.0,105.0
55019,37,165.0,22.0,190.0,866.0
55020,37,218.0,20.0,244.0,1274.0
55021,37,27.0,7.0,34.0,226.0
55022,42,94.0,8.0,103.0,394.0
55023,41,228.0,17.0,251.0,1470.0
55024,41,264.0,24.0,292.0,1444.0
55025,41,258.0,24.0,292.0,1696.0
55026,41,240.0,21.0,266.0,1399.0
55027,41,176.0,11.0,193.0,1033.0
55028,41,223.0,16.0,243.0,949.0
55029,42,292.0,27.0,324.0,1003.0
55030,42,300.0,23.0,327.0,1385.0
55031,42,24.0,0.0,25.0,98.0
55032,42,303.0,16.0,322.0,1359.0
55033,41,396.0,18.0,417.0,1487.0
55034,41,133.0,8.0,143.0,641.0
55035,41,135.0,8.0,144.0,468.0
55036,41,369.0,11.0,385.0,1414.0
55037,37,53.0,5.0,58.0,275.0
55038,41,280.0,25.0,313.0,1285.0
55039,41,308.0,33.0,343.0,1054.0
55040,41,205.0,25.0,232.0,950.0
55041,41,235.0,22.0,261.0,1089.0
55042,41,206.0,17.0,226.0,1387.0
55043,41,152.0,10.0,163.0,859.0
55044,41,300.0,16.0,317.0,1197.0
55045,41,411.0,24.0,439.0,1513.0
55046,41,187.0,8.0,200.0,873.0
55047,41,346.0,31.0,383.0,1288.0
55048,41,374.0,29.0,412.0,1645.0
55049,41,373.0,28.0,405.0,1725.0
55050,41,305.0,11.0,319.0,1552.0
55051,41,466.0,43.0,515.0,1619.0
55052,41,363.0,24.0,394.0,1586.0
55053,41,298.0,21.0,325.0,1197.0
55054,41,80.0,2.0,82.0,300.0
55055,41,220.0,19.0,243.0,1026.0
55056,41,395.0,17.0,415.0,1406.0
55057,41,350.0,18.0,372.0,1485.0
55058,41,108.0,3.0,112.0,318.0
55059,36,281.0,22.0,307.0,1469.0
55060,36,283.0,20.0,308.0,1129.0
55061,41,269.0,10.0,285.0,1016.0
55062,41,223.0,12.0,238.0,878.0
55063,41,426.0,27.0,458.0,1502.0
55064,41,469.0,33.0,507.0,1293.0
55065,41,448.0,35.0,491.0,1570.0
55066,37,14.0,1.0,15.0,67.0
55067,37,0.0,0.0,0.0,
55068,41,0.0,0.0,0.0,
56001,36,257.0,31.0,292.0,1583.0
56002,36,258.0,27.0,289.0,1347.0
56003,36,199.0,207.0,411.0,1140.0
56004,36,250.0,55.0,308.0,915.0
56005,36,253.0,30.0,292.0,1584.0
56006,36,229.0,43.0,284.0,1428.0
56007,36,235.0,36.0,284.0,1565.0
56008,36,372.0,96.0,473.0,1154.0
56009,36,417.0,50.0,471.0,1119.0
56010,36,331.0,39.0,373.0,1130.0
56011,36,438.0,54.0,497.0,1384.0
56012,36,464.0,33.0,502.0,1523.0
56013,36,379.0,30.0,415.0,1434.0
56014,36,286.0,15.0,306.0,1258.0
56015,36,187.0,26.0,218.0,1306.0
56016,36,310.0,25.0,337.0,1314.0
56017,36,360.0,19.0,385.0,1259.0
56018,36,16.0,1.0,17.0,52.0
56019,36,438.0,28.0,471.0,1134.0
56020,36,489.0,23.0,518.0,1305.0
56021,36,437.0,23.0,466.0,1154.0
56022,36,299.0,12.0,317.0,887.0
56023,36,366.0,12.0,382.0,946.0
56024,36,471.0,26.0,503.0,1604.0
56025,41,380.0,13.0,394.0,1315.0
56026,36,433.0,20.0,461.0,1574.0
56027,36,512.0,28.0,545.0,1418.0
56028,36,417.0,17.0,438.0,1318.0
56029,36,548.0,19.0,570.0,1542.0
56030,36,389.0,12.0,406.0,1202.0
56031,36,351.0,10.0,363.0,1303.0
56032,36,528.0,20.0,554.0,1342.0
56033,36,441.0,12.0,458.0,1315.0
56034,36,350.0,18.0,375.0,1421.0
56035,36,465.0,23.0,494.0,1385.0
56036,41,429.0,22.0,456.0,1393.0
56037,36,613.0,28.0,646.0,1603.0
56038,36,627.0,20.0,655.0,1519.0
56039,36,422.0,13.0,440.0,1225.0
56040,36,490.0,11.0,507.0,1167.0
56041,36,438.0,19.0,459.0,1194.0
56042,41,410.0,11.0,432.0,1152.0
56043,41,517.0,10.0,533.0,1252.0
56044,36,742.0,29.0,777.0,1639.0
56045,36,652.0,18.0,677.0,1682.0
56046,36,608.0,24.0,636.0,1448.0
56047,36,538.0,24.0,570.0,1378.0
56048,36,655.0,26.0,685.0,1446.0
56049,36,535.0,18.0,556.0,1411.0
56050,36,645.0,19.0,669.0,1590.0
56051,41,193.0,6.0,204.0,1028.0
56052,41,228.0,23.0,257.0,1016.0
56053,36,452.0,24.0,482.0,1320.0
56054,36,258.0,16.0,280.0,775.0
56055,36,313.0,10.0,328.0,954.0
56056,36,696.0,25.0,727.0,1821.0
56057,36,241.0,21.0,268.0,1171.0
56058,36,742.0,18.0,768.0,1816.0
56059,36,273.0,9.0,287.0,686.0
56060,36,237.0,10.0,251.0,941.0
56061,36,238.0,20.0,260.0,774.0
56062,41,349.0,21.0,373.0,1327.0
56063,36,522.0,17.0,544.0,1307.0
56064,36,364.0,15.0,391.0,1457.0
56065,36,174.0,10.0,186.0,607.0
56066,36,171.0,3.0,175.0,651.0
56067,41,168.0,11.0,184.0,800.0
57001,35,257.0,22.0,284.0,1452.0
57002,35,299.0,33.0,335.0,1307.0
57003,35,230.0,40.0,275.0,1371.0
57004,35,248.0,41.0,295.0,1322.0
57005,35,127.0,9.0,137.0,788.0
57006,35,202.0,15.0,218.0,903.0
57007,35,199.0,21.0,222.0,1153.0
57008,35,570.0,27.0,606.0,1369.0
57009,35,508.0,20.0,534.0,1217.0
57010,35,781.0,30.0,816.0,1573.0
57011,35,808.0,33.0,852.0,1446.0
57012,33,123.0,67.0,192.0,464.0
57013,33,148.0,661.0,817.0,1415.0
57014,33,203.0,266.0,471.0,970.0
57015,35,572.0,27.0,609.0,980.0
57016,35,560.0,36.0,600.0,1075.0
57017,35,974.0,55.0,1035.0,1932.0
57018,35,493.0,28.0,524.0,881.0
57019,35,997.0,37.0,1043.0,1761.0
57020,35,648.0,29.0,685.0,1223.0
57021,35,555.0,21.0,582.0,1082.0
57022,35,741.0,19.0,766.0,1255.0
57023,35,597.0,31.0,636.0,1501.0
57024,33,356.0,12.0,372.0,822.0
57025,33,303.0,212.0,519.0,1087.0
57026,35,622.0,35.0,665.0,1325.0
57027,35,786.0,28.0,822.0,1459.0
57028,35,694.0,44.0,743.0,1775.0
57029,35,638.0,22.0,670.0,1126.0
57030,35,870.0,61.0,946.0,1718.0
57031,36,321.0,29.0,358.0,1532.0
57032,36,436.0,74.0,512.0,1157.0
57033,36,645.0,22.0,670.0,1486.0
57034,36,675.0,12.0,692.0,1493.0
57035,36,626.0,26.0,659.0,1479.0
57036,36,572.0,33.0,609.0,1411.0
57037,36,729.0,23.0,765.0,1585.0
57038,36,379.0,18.0,401.0,1047.0
57039,35,506.0,17.0,523.0,1121.0
57040,36,366.0,6.0,374.0,867.0
57041,36,342.0,7.0,354.0,855.0
57042,35,324.0,12.0,342.0,773.0
57043,35,878.0,30.0,916.0,1511.0
57044,35,663.0,23.0,696.0,1151.0
57045,35,569.0,7.0,583.0,1047.0
57046,35,657.0,14.0,674.0,1168.0
57047,36,752.0,19.0,778.0,1731.0
57048,35,698.0,28.0,728.0,1269.0
57049,35,811.0,32.0,854.0,1518.0
57050,35,663.0,16.0,687.0,1308.0
57051,36,697.0,19.0,725.0,1533.0
57052,35,133.0,2.0,136.0,256.0
57053,35,419.0,15.0,438.0,1022.0
57054,35,1050.0,42.0,1105.0,1965.0
57055,35,604.0,15.0,627.0,1294.0
57056,35,605.0,21.0,631.0,1392.0
57057,35,681.0,16.0,704.0,1457.0
57058,35,503.0,13.0,519.0,1107.0
57059,35,487.0,12.0,503.0,1061.0
57060,35,739.0,26.0,776.0,1624.0
57061,35,574.0,18.0,594.0,1425.0
57062,35,427.0,11.0,445.0,1270.0
57063,35,592.0,21.0,623.0,1507.0
57064,35,431.0,22.0,461.0,1171.0
57065,35,568.0,29.0,608.0,1563.0
57066,35,328.0,5.0,338.0,854.0
57067,33,0.0,0.0,0.0,
57068,35,42.0,0.0,42.0,113.0
57069,35,99.0,3.0,103.0,206.0
57070,35,274.0,8.0,284.0,547.0
57071,33,151.0,418.0,580.0,1026.0
57072,33,171.0,43.0,214.0,572.0
57073,35,87.0,7.0,94.0,161.0
57074,35,51.0,0.0,52.0,105.0
57075,35,0.0,0.0,0.0,
57076,35,0.0,0.0,0.0,
57077,35,0.0,0.0,0.0,
57078,33,0.0,0.0,0.0,
58001,40,339.0,26.0,371.0,1198.0
58002,41,508.0,24.0,540.0,1528.0
58003,41,465.0,25.0,494.0,1502.0
58004,41,17.0,1.0,18.0,49.0
58005,41,20.0,1.0,22.0,55.0
58006,41,285.0,16.0,303.0,1077.0
58007,41,353.0,16.0,374.0,1364.0
58008,45,389.0,21.0,416.0,1364.0
58009,41,347.0,28.0,383.0,1197.0
58010,41,336.0,23.0,362.0,1022.0
58011,41,508.0,49.0,560.0,1668.0
58012,41,342.0,39.0,382.0,1221.0
58013,41,446.0,42.0,495.0,1623.0
58014,41,371.0,22.0,395.0,1497.0
58015,41,403.0,24.0,430.0,1382.0
58016,41,347.0,33.0,386.0,1135.0
58017,41,365.0,22.0,391.0,1205.0
58018,41,441.0,25.0,470.0,1464.0
58019,41,314.0,13.0,333.0,1065.0
58020,41,245.0,11.0,258.0,773.0
58021,41,372.0,14.0,388.0,1256.0
58022,41,333.0,18.0,357.0,1204.0
58023,42,461.0,24.0,489.0,1377.0
58024,45,13.0,3.0,16.0,63.0
58025,40,373.0,18.0,398.0,1458.0
58026,45,328.0,18.0,353.0,1232.0
58027,45,368.0,14.0,388.0,1251.0
58028,45,503.0,30.0,546.0,1489.0
58029,45,407.0,23.0,432.0,1269.0
58030,45,428.0,19.0,453.0,1414.0
58031,42,347.0,17.0,365.0,1068.0
58032,45,415.0,36.0,456.0,1321.0
58033,45,394.0,30.0,427.0,1247.0
58034,45,391.0,20.0,415.0,1177.0
58035,45,527.0,32.0,563.0,1417.0
58036,45,360.0,9.0,370.0,1053.0
58037,45,479.0,31.0,519.0,1591.0
58038,45,328.0,19.0,356.0,1102.0
58039,45,400.0,23.0,437.0,1287.0
